AÑO / MES / DÍA,HORA,NIVEL DEL RIO (m),PRECIPITACIÓN (mm/hora)
2024/01/17,10:00,S/D,0.0
2024/01/17,11:00,S/D,0.0
2024/01/17,12:00,S/D,0.0
2024/01/17,13:00,S/D,0.1
2024/01/17,14:00,S/D,0.0
2024/01/17,15:00,S/D,0.0
2024/01/17,16:00,S/D,0.0
2024/01/17,17:00,S/D,0.0
2024/01/17,18:00,S/D,0.0
2024/01/17,19:00,S/D,0.0
2024/01/17,20:00,S/D,0.0
2024/01/17,21:00,S/D,0.0
2024/01/17,22:00,S/D,0.0
2024/01/17,23:00,S/D,0.1
2024/01/18,00:00,S/D,S/D
