Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación : SANTA CRUZ
,Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,MAZAN
,Latitud :,3°31'2.09'',Longitud :,73°9'14.81'',Altitud :,95 msnm.
,Tipo :,HLM - Hidrológica,Código :,240109
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2023-10-01,3.97,3.97,3.97,3.97
2023-10-02,3.98,3.97,3.97,3.96
2023-10-03,3.96,3.96,3.96,3.94
2023-10-04,3.89,3.87,3.87,3.84
2023-10-05,3.79,3.77,3.75,3.75
2023-10-06,3.75,3.75,3.75,3.75
2023-10-07,3.76,3.74,3.74,3.74
2023-10-08,3.76,3.75,3.75,3.73
2023-10-09,3.78,3.77,3.77,3.74
2023-10-10,3.64,3.60,3.58,3.56
2023-10-11,3.50,3.48,3.47,3.46
2023-10-12,3.44,3.43,3.42,3.41
2023-10-13,3.38,3.37,3.36,3.34
2023-10-14,3.34,3.32,3.32,3.32
2023-10-15,3.37,3.37,3.38,3.45
2023-10-16,3.59,3.61,3.63,3.65
2023-10-17,3.84,3.86,3.90,3.93
2023-10-18,3.97,3.98,4.02,4.02
2023-10-19,3.99,3.99,3.99,3.99
2023-10-20,4.02,4.02,4.02,4.07
2023-10-21,4.29,4.20,4.36,4.42
2023-10-22,4.50,4.53,4.56,4.56
2023-10-23,4.44,4.42,4.40,4.37
2023-10-24,4.33,4.33,4.33,4.32
2023-10-25,4.36,4.39,4.42,4.45
2023-10-26,4.47,4.49,4.49,4.49
2023-10-27,4.49,4.49,4.48,4.48
2023-10-28,4.32,4.30,4.27,4.24
2023-10-29,4.20,4.20,4.20,4.19
2023-10-30,4.18,4.17,4.15,4.15
2023-10-31,4.05,4.04,4.02,3.99
