AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2024/04/01,00:00,24.3,0.0,96,266,0.3
2024/04/01,01:00,24.2,0.0,97,S/D,0.0
2024/04/01,02:00,23.9,0.0,97,S/D,0.0
2024/04/01,03:00,23.9,0.0,97,S/D,0.0
2024/04/01,04:00,24.0,0.0,97,268,0.1
2024/04/01,05:00,24.1,0.0,98,262,0.1
2024/04/01,06:00,24.0,0.0,98,S/D,0.0
2024/04/01,07:00,24.2,0.0,98,S/D,0.0
2024/04/01,08:00,24.9,0.0,98,S/D,0.0
2024/04/01,09:00,26.2,0.0,94,318,0.3
2024/04/01,10:00,27.3,0.0,91,300,1.1
2024/04/01,11:00,28.6,0.0,86,311,0.7
2024/04/01,12:00,29.6,0.0,82,308,0.8
2024/04/01,13:00,30.7,0.0,79,330,1.1
2024/04/01,14:00,31.5,0.0,75,32,1.7
2024/04/01,15:00,31.8,0.0,71,32,2.0
2024/04/01,16:00,31.7,0.0,70,40,0.9
2024/04/01,17:00,31.2,0.0,71,48,0.7
2024/04/01,18:00,30.3,0.0,75,55,0.3
2024/04/01,19:00,28.5,0.0,84,S/D,0.0
2024/04/01,20:00,27.4,0.0,88,S/D,0.0
2024/04/01,21:00,27.0,0.0,91,S/D,0.0
2024/04/01,22:00,26.7,0.0,92,S/D,0.0
2024/04/01,23:00,26.5,0.0,92,142,1.1
2024/04/02,00:00,26.2,0.0,91,138,2.0
2024/04/02,01:00,25.5,0.0,92,189,0.0
2024/04/02,02:00,25.0,0.0,93,143,0.9
2024/04/02,03:00,24.4,0.0,93,157,0.3
2024/04/02,04:00,24.2,0.0,94,2,0.1
2024/04/02,05:00,24.6,0.0,94,352,1.8
2024/04/02,06:00,24.6,0.0,93,324,1.7
2024/04/02,07:00,24.3,0.0,93,343,1.0
2024/04/02,08:00,23.9,4.7,94,0,1.8
2024/04/02,09:00,23.4,1.0,95,357,1.9
2024/04/02,10:00,23.7,0.0,95,351,2.1
2024/04/02,11:00,23.9,1.0,94,3,1.6
2024/04/02,12:00,24.0,1.1,95,340,1.6
2024/04/02,13:00,24.3,0.1,94,328,1.9
2024/04/02,14:00,25.3,0.0,92,327,1.8
2024/04/02,15:00,26.8,0.0,88,19,2.4
2024/04/02,16:00,26.2,0.5,88,46,1.9
2024/04/02,17:00,25.7,0.0,89,115,0.7
2024/04/02,18:00,25.2,0.0,89,86,0.3
2024/04/02,19:00,25.0,0.0,92,S/D,0.0
2024/04/02,20:00,24.6,0.0,93,22,0.0
2024/04/02,21:00,24.6,0.0,93,24,0.8
2024/04/02,22:00,24.5,0.0,93,13,0.5
2024/04/02,23:00,24.4,0.0,94,340,0.5
2024/04/03,00:00,24.4,0.0,95,343,0.1
2024/04/03,01:00,24.1,0.0,95,S/D,0.0
2024/04/03,02:00,23.9,0.0,96,S/D,0.0
2024/04/03,03:00,23.8,0.2,96,S/D,0.0
2024/04/03,04:00,23.7,0.0,97,S/D,0.0
2024/04/03,05:00,23.6,0.0,97,S/D,0.0
2024/04/03,06:00,23.4,0.0,97,S/D,0.0
2024/04/03,07:00,23.5,0.0,97,199,0.1
2024/04/03,08:00,24.1,0.0,97,S/D,0.0
2024/04/03,09:00,24.9,0.0,95,289,0.0
2024/04/03,10:00,25.6,0.0,93,342,0.0
2024/04/03,11:00,26.6,0.0,90,16,0.1
2024/04/03,12:00,27.5,0.0,88,334,0.3
2024/04/03,13:00,28.5,0.0,85,68,0.2
2024/04/03,14:00,29.5,0.0,82,321,0.4
2024/04/03,15:00,29.4,0.0,81,299,0.4
2024/04/03,16:00,28.5,0.0,83,299,1.5
2024/04/03,17:00,29.1,0.0,81,275,1.1
2024/04/03,18:00,28.2,0.0,84,280,0.3
2024/04/03,19:00,27.5,0.0,88,22,0.0
2024/04/03,20:00,26.8,0.0,91,S/D,0.0
2024/04/03,21:00,26.6,0.0,92,87,0.0
2024/04/03,22:00,26.2,0.1,93,75,0.1
2024/04/03,23:00,25.2,8.6,93,64,1.7
2024/04/04,00:00,23.2,0.6,95,57,0.2
2024/04/04,01:00,23.5,0.0,96,206,0.2
2024/04/04,02:00,23.6,0.0,97,S/D,0.0
2024/04/04,03:00,23.7,0.0,97,S/D,0.0
2024/04/04,04:00,23.7,0.0,97,S/D,0.0
2024/04/04,05:00,23.5,0.0,98,S/D,0.0
2024/04/04,06:00,23.3,0.0,98,S/D,0.0
