Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.

,Estación : CABALLOCOCHA
,Departamento :,LORETO,Provincia :,MARISCAL RAMON CASTILLA,Distrito :,RAMON CASTILLA
,Latitud :,3°54'40.5'',Longitud :,70°30'43.4'',Altitud :,107 msnm.
,Tipo :,EMA - Meteorológica,Código :,4727547C
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2023/06/05,10:00,26.0,0.0,95,175,1.9
2023/06/05,11:00,26.9,0.0,85,150,1.3
2023/06/05,12:00,27.4,0.0,85,204,0.8
2023/06/05,13:00,28.6,0.0,80,329,1.4
2023/06/05,14:00,30.1,0.0,69,106,1.3
2023/06/05,15:00,30.3,0.0,73,121,1.2
2023/06/05,16:00,30.4,0.0,74,328,0.6
2023/06/05,17:00,29.3,0.0,76,34,0.8
2023/06/05,18:00,27.2,0.0,92,25,0.0
2023/06/05,19:00,26.3,0.0,97,196,0.1
2023/06/05,20:00,25.9,0.0,97,235,1.1
2023/06/05,21:00,25.1,0.0,97,191,0.5
2023/06/05,22:00,23.4,16.5,100,121,1.8
2023/06/05,23:00,23.8,3.9,100,241,0.5
2023/06/06,00:00,23.7,1.2,100,25,0.2
2023/06/06,01:00,23.9,0.6,100,270,0.2
2023/06/06,02:00,23.7,0.0,100,163,0.4
2023/06/06,03:00,23.4,0.0,100,189,0.3
2023/06/06,04:00,23.3,0.0,100,164,0.5
2023/06/06,05:00,23.3,0.0,100,60,0.0
2023/06/06,06:00,23.4,0.0,100,147,0.8
2023/06/06,07:00,23.6,0.0,100,114,0.8
2023/06/06,08:00,23.4,1.5,100,65,0.9
2023/06/06,09:00,24.5,0.0,96,127,1.1
2023/06/06,10:00,27.2,0.0,85,181,0.7
2023/06/06,11:00,27.7,0.0,75,58,0.9
2023/06/06,12:00,28.2,0.0,77,44,0.7
2023/06/06,13:00,28.8,0.0,70,71,1.0
2023/06/06,14:00,29.8,0.0,71,32,1.5
2023/06/06,15:00,29.6,0.0,72,34,0.7
2023/06/06,16:00,29.8,0.0,74,69,1.2
2023/06/06,17:00,28.4,0.0,78,57,0.8
2023/06/06,18:00,26.2,0.0,93,93,0.4
2023/06/06,19:00,25.4,0.0,97,165,0.4
2023/06/06,20:00,25.0,0.0,98,198,0.0
2023/06/06,21:00,24.6,0.0,98,238,0.0
2023/06/06,22:00,24.5,0.0,100,190,0.0
2023/06/06,23:00,24.4,0.0,100,153,0.3
2023/06/07,00:00,24.3,0.0,100,133,0.0
2023/06/07,01:00,24.3,0.0,100,257,0.0
2023/06/07,02:00,24.6,0.0,100,252,1.0
2023/06/07,03:00,24.8,0.0,99,270,1.3
2023/06/07,04:00,24.6,0.0,100,332,0.3
2023/06/07,05:00,24.6,0.3,100,286,1.7
2023/06/07,06:00,23.0,7.2,100,338,1.6
2023/06/07,07:00,23.1,9.0,100,292,0.9
2023/06/07,08:00,24.7,0.0,90,302,1.6
2023/06/07,09:00,26.2,0.0,85,40,1.1
2023/06/07,10:00,24.1,3.6,98,278,0.4
2023/06/07,11:00,24.5,1.5,97,126,1.1
2023/06/07,12:00,25.9,0.0,91,192,0.6
2023/06/07,13:00,26.4,0.0,83,288,1.2
2023/06/07,14:00,27.4,0.0,79,233,1.6
2023/06/07,15:00,27.8,0.0,82,187,1.9
2023/06/07,16:00,27.9,0.0,83,158,1.5
2023/06/07,17:00,27.1,0.0,88,177,1.5
2023/06/07,18:00,25.3,0.0,96,192,1.6
2023/06/07,19:00,24.7,0.0,97,146,1.3
2023/06/07,20:00,24.2,0.0,99,188,1.4
2023/06/07,21:00,23.9,0.0,100,252,0.7
2023/06/07,22:00,23.7,0.0,100,214,0.8
2023/06/07,23:00,23.7,0.0,100,169,0.4
2023/06/08,00:00,23.7,0.0,100,186,0.8
2023/06/08,01:00,23.4,0.0,100,180,1.2
2023/06/08,02:00,23.3,0.0,100,179,1.1
2023/06/08,03:00,23.4,0.0,100,210,1.3
2023/06/08,04:00,23.1,0.0,100,236,0.8
2023/06/08,05:00,23.0,0.0,100,57,0.0
2023/06/08,06:00,23.0,0.0,100,175,0.9
2023/06/08,07:00,23.3,0.0,100,317,0.4
2023/06/08,08:00,25.0,0.0,93,73,0.3
2023/06/08,09:00,26.6,0.0,83,62,0.6
2023/06/08,10:00,27.5,0.0,81,90,1.0
2023/06/08,11:00,29.5,0.0,73,330,1.8
2023/06/08,12:00,29.9,0.0,69,33,1.6
2023/06/08,13:00,30.9,0.0,67,313,1.3
2023/06/08,14:00,32.2,0.0,60,349,1.8
2023/06/08,15:00,31.8,0.0,59,8,1.6
2023/06/08,16:00,31.9,0.0,60,48,1.1
2023/06/08,17:00,30.0,0.0,69,42,0.9
2023/06/08,18:00,28.4,0.0,82,183,0.3
2023/06/08,19:00,26.9,0.0,94,143,0.1
2023/06/08,20:00,26.1,0.0,95,215,0.5
2023/06/08,21:00,25.6,0.0,99,74,0.2
2023/06/08,22:00,25.5,0.0,96,204,0.5
2023/06/08,23:00,24.9,0.0,100,87,0.6
2023/06/09,00:00,24.7,0.0,100,350,0.3
2023/06/09,01:00,24.3,0.0,100,59,0.1
2023/06/09,02:00,24.0,0.0,100,224,0.5
2023/06/09,03:00,23.8,0.0,100,38,0.2
2023/06/09,04:00,24.3,0.0,100,118,0.2
2023/06/09,05:00,24.6,0.0,100,334,1.3
2023/06/09,06:00,24.6,0.0,100,81,0.2
2023/06/09,07:00,25.1,0.0,97,333,1.2
2023/06/09,08:00,25.0,0.0,98,353,1.4
2023/06/09,09:00,26.5,0.0,92,3,1.4
2023/06/09,10:00,26.4,0.0,91,310,1.1
2023/06/09,11:00,28.5,0.0,80,346,1.4
2023/06/09,12:00,30.3,0.0,74,337,1.9
2023/06/09,13:00,31.6,0.0,67,352,1.9
2023/06/09,14:00,30.4,0.0,69,277,1.1
2023/06/09,15:00,28.3,0.0,84,180,2.4
2023/06/09,16:00,26.6,0.0,90,339,2.2
2023/06/09,17:00,25.9,0.0,94,58,0.6
2023/06/09,18:00,25.5,0.0,97,142,0.2
2023/06/09,19:00,25.4,0.0,98,193,0.2
2023/06/09,20:00,25.8,0.0,95,303,0.5
2023/06/09,21:00,25.6,0.0,96,303,0.8
2023/06/09,22:00,24.9,0.0,100,128,0.5
2023/06/09,23:00,24.8,0.0,100,114,0.4
2023/06/10,00:00,24.7,0.0,100,10,0.1
2023/06/10,01:00,24.9,0.0,100,345,1.1
2023/06/10,02:00,24.3,0.0,100,343,0.3
2023/06/10,03:00,24.5,0.0,100,344,0.6
2023/06/10,04:00,24.3,0.0,100,350,1.3
2023/06/10,05:00,24.5,0.0,100,318,0.6
2023/06/10,06:00,24.3,0.0,100,316,0.2
2023/06/10,07:00,25.3,0.0,97,351,0.7
2023/06/10,08:00,26.6,0.0,88,337,1.2
2023/06/10,09:00,27.3,0.0,88,261,1.4
2023/06/10,10:00,29.7,0.0,75,334,1.8
2023/06/10,11:00,30.6,0.0,70,306,1.4
2023/06/10,12:00,32.1,0.0,59,52,1.5
2023/06/10,13:00,32.2,0.0,60,45,1.8
2023/06/10,14:00,30.0,0.0,73,138,2.5
2023/06/10,15:00,30.0,0.3,76,82,1.1
2023/06/10,16:00,28.1,0.0,85,354,0.7
2023/06/10,17:00,27.2,0.0,90,341,2.1
2023/06/10,18:00,26.5,0.0,89,271,0.9
2023/06/10,19:00,26.1,0.0,92,309,1.0
2023/06/10,20:00,25.9,0.0,93,335,0.7
2023/06/10,21:00,25.3,0.0,99,203,0.0
2023/06/10,22:00,25.6,0.0,94,294,0.8
2023/06/10,23:00,24.9,0.0,99,27,0.0
2023/06/11,00:00,25.1,0.0,100,263,0.6
2023/06/11,01:00,24.6,0.0,100,237,0.8
2023/06/11,02:00,23.9,0.0,100,115,0.6
2023/06/11,03:00,24.2,0.0,100,127,1.0
2023/06/11,04:00,24.0,0.0,100,92,0.5
2023/06/11,05:00,24.5,0.0,100,41,1.4
2023/06/11,06:00,24.5,0.0,99,343,1.8
2023/06/11,07:00,24.9,0.0,95,334,0.7
2023/06/11,08:00,26.3,0.0,88,10,1.3
2023/06/11,09:00,28.7,0.0,75,12,1.0
2023/06/11,10:00,29.0,0.0,77,12,1.4
2023/06/11,11:00,30.5,0.0,66,36,1.7
2023/06/11,12:00,31.0,0.0,68,40,1.0
2023/06/11,13:00,31.5,0.0,69,58,1.5
2023/06/11,14:00,31.2,0.0,69,54,1.3
2023/06/11,15:00,32.1,0.0,66,54,0.9
2023/06/11,16:00,31.2,0.0,64,73,1.1
2023/06/11,17:00,30.4,0.0,69,77,0.6
2023/06/11,18:00,28.8,0.0,82,142,0.0
2023/06/11,19:00,27.5,0.0,90,122,0.4
2023/06/11,20:00,26.6,0.0,95,79,0.5
2023/06/11,21:00,26.8,0.0,96,330,0.4
2023/06/11,22:00,25.8,0.0,99,101,0.2
2023/06/11,23:00,25.5,0.0,100,343,0.1
2023/06/12,00:00,25.4,0.0,98,46,0.3
2023/06/12,01:00,24.8,0.0,100,143,0.6
2023/06/12,02:00,24.1,0.0,100,210,1.1
2023/06/12,03:00,24.3,0.0,100,241,0.2
2023/06/12,04:00,24.4,0.0,100,199,0.2
2023/06/12,05:00,24.2,0.0,100,222,0.7
2023/06/12,06:00,24.0,0.0,100,186,0.2
2023/06/12,07:00,25.5,0.0,99,222,0.0
2023/06/12,08:00,26.4,0.0,92,176,1.3
2023/06/12,09:00,27.7,0.0,85,19,0.8
2023/06/12,10:00,30.2,0.0,72,3,1.5
