AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2012/10/01,00:00,25.1,0.0,79,39,2.1
2012/10/01,01:00,24.9,0.0,81,39,1.2
2012/10/01,02:00,24.6,0.0,82,7,1.2
2012/10/01,03:00,24.2,0.0,85,353,2.9
2012/10/01,04:00,23.5,0.0,89,339,1.5
2012/10/01,05:00,23.3,0.0,91,333,2.3
2012/10/01,06:00,23.2,0.0,91,7,0.9
2012/10/01,07:00,27.2,0.0,75,8,1.3
2012/10/01,08:00,30.1,0.0,65,252,1.1
2012/10/01,09:00,31.8,0.0,53,317,4.2
2012/10/01,10:00,33.5,0.0,46,335,4.6
2012/10/01,11:00,33.8,0.0,44,306,6.2
2012/10/01,12:00,35.5,0.0,40,341,3.7
2012/10/01,13:00,35.7,0.0,42,357,3.0
2012/10/01,14:00,36.1,0.0,41,351,3.2
2012/10/01,15:00,36.2,0.0,38,19,2.7
2012/10/01,16:00,36.3,0.0,39,2,2.2
2012/10/01,17:00,33.8,0.0,45,8,1.5
2012/10/01,18:00,30.9,0.0,54,34,1.0
2012/10/01,19:00,29.6,0.0,58,42,1.5
2012/10/01,20:00,28.6,0.0,63,39,1.1
2012/10/01,21:00,27.6,0.0,67,42,1.0
2012/10/01,22:00,27.4,0.0,68,45,2.7
2012/10/01,23:00,26.7,0.0,72,28,0.8
2012/10/02,00:00,26.0,0.0,74,21,1.1
2012/10/02,01:00,25.3,0.0,77,43,0.8
2012/10/02,02:00,24.9,0.0,79,349,1.2
2012/10/02,03:00,24.3,0.0,83,7,1.2
2012/10/02,04:00,24.1,0.0,85,0,0.9
2012/10/02,05:00,23.9,0.0,87,320,1.1
2012/10/02,06:00,24.3,0.0,84,24,1.1
2012/10/02,07:00,29.4,0.0,65,26,1.1
2012/10/02,08:00,31.2,0.0,56,1,4.5
2012/10/02,09:00,33.0,0.0,51,358,2.6
2012/10/02,10:00,34.1,0.0,50,15,3.2
2012/10/02,11:00,34.6,0.0,47,334,4.5
2012/10/02,12:00,33.4,0.0,55,263,4.0
2012/10/02,13:00,33.5,0.0,53,333,2.6
2012/10/02,14:00,35.8,0.0,48,307,3.0
2012/10/02,15:00,36.6,0.0,43,353,3.9
2012/10/02,16:00,36.8,0.0,43,330,2.4
2012/10/02,17:00,33.9,0.0,47,17,1.6
2012/10/02,18:00,31.3,0.0,57,48,2.0
2012/10/02,19:00,30.2,0.0,61,49,3.1
2012/10/02,20:00,29.0,0.0,65,46,1.8
2012/10/02,21:00,28.3,0.0,68,49,2.4
2012/10/02,22:00,27.5,0.0,73,12,1.3
2012/10/02,23:00,27.5,0.0,71,47,0.8
2012/10/03,00:00,26.3,0.0,76,45,1.4
2012/10/03,01:00,26.5,0.0,77,15,0.7
2012/10/03,02:00,25.9,0.0,81,32,0.8
2012/10/03,03:00,25.8,0.0,82,39,1.9
2012/10/03,04:00,25.5,0.0,83,45,2.9
2012/10/03,05:00,25.3,0.0,83,45,4.2
2012/10/03,06:00,24.8,0.0,86,17,0.9
2012/10/03,07:00,26.7,0.0,79,356,1.3
2012/10/03,08:00,28.1,0.0,75,316,2.4
2012/10/03,09:00,30.9,0.0,62,7,5.3
2012/10/03,10:00,31.8,0.0,60,2,3.7
2012/10/03,11:00,34.7,0.0,53,352,2.6
2012/10/03,12:00,34.5,0.0,53,352,4.2
2012/10/03,13:00,36.0,0.0,45,357,4.9
2012/10/03,14:00,36.2,0.0,45,4,4.2
2012/10/03,15:00,34.3,0.0,49,349,5.4
2012/10/03,16:00,33.3,0.0,48,22,3.1
2012/10/03,17:00,32.3,0.0,52,5,1.9
2012/10/03,18:00,29.8,0.0,61,357,2.5
2012/10/03,19:00,28.1,0.0,68,51,1.7
2012/10/03,20:00,27.2,0.0,74,342,0.5
