Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación : BELLAVISTA
,Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,MAZAN
,Latitud :,3°28'42.94'',Longitud :,73°4'4.93'',Altitud :,91 msnm.
,Tipo :,HLM - Hidrológica,Código :,240111
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2021-01-01,6.52,6.52,6.53,6.54
2021-01-02,6.63,6.64,6.66,6.69
2021-01-03,6.78,6.79,6.80,6.83
2021-01-04,6.89,6.89,6.90,6.91
2021-01-05,6.95,6.95,6.94,6.94
2021-01-06,6.89,6.88,6.85,6.82
2021-01-07,6.77,6.77,6.78,6.78
2021-01-08,6.78,6.78,6.79,6.80
2021-01-09,6.87,6.89,6.93,6.96
2021-01-10,7.04,7.04,7.03,7.03
2021-01-11,6.99,6.99,6.98,6.97
2021-01-12,6.90,6.89,6.88,6.87
2021-01-13,6.81,6.80,6.79,6.77
2021-01-14,6.75,6.73,6.71,6.69
2021-01-15,6.58,6.58,6.58,6.58
2021-01-16,6.58,6.56,6.53,6.50
2021-01-17,6.42,6.40,6.37,6.36
2021-01-18,6.28,6.27,6.26,6.25
2021-01-19,6.19,6.16,6.14,6.11
2021-01-20,6.04,6.01,5.97,5.94
2021-01-21,5.78,5.76,5.71,5.65
2021-01-22,5.33,5.29,5.25,5.21
2021-01-23,5.12,5.09,5.06,5.02
2021-01-24,4.93,4.90,4.87,4.84
2021-01-25,4.75,4.74,4.72,4.71
2021-01-26,4.69,4.70,4.72,4.75
2021-01-27,4.86,4.89,4.93,4.97
2021-01-28,5.09,5.12,5.16,5.14
2021-01-29,5.35,5.39,5.44,5.49
2021-01-30,5.73,5.75,5.80,5.85
2021-01-31,6.01,6.05,6.09,6.14
