Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación : BELLAVISTA
,Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,MAZAN
,Latitud :,3°28'42.94'',Longitud :,73°4'4.93'',Altitud :,91 msnm.
,Tipo :,HLM - Hidrológica,Código :,240111
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2023-01-01,1.59,1.57,1.56,1.54
2023-01-02,1.48,1.47,1.46,1.46
2023-01-03,1.41,1.41,1.40,1.40
2023-01-04,1.38,1.36,1.34,1.31
2023-01-05,1.24,1.24,1.23,1.22
2023-01-06,1.19,1.19,1.19,1.19
2023-01-07,1.22,1.24,1.27,1.31
2023-01-08,1.44,1.47,1.50,1.53
2023-01-09,1.68,1.67,1.69,1.72
2023-01-10,1.80,1.82,1.84,1.87
2023-01-11,1.96,1.96,1.95,1.94
2023-01-12,1.85,1.85,1.87,1.89
2023-01-13,1.98,2.10,2.13,2.24
2023-01-14,2.29,2.32,2.34,2.36
2023-01-15,2.37,2.38,2.39,2.40
2023-01-16,2.46,2.47,2.47,2.51
2023-01-17,2.56,2.58,2.60,2.65
2023-01-18,2.70,2.76,2.87,2.90
2023-01-19,3.15,3.13,3.12,3.09
2023-01-20,3.02,3.00,2.97,2.95
2023-01-21,2.86,2.85,2.84,2.83
2023-01-22,2.80,2.78,2.78,2.77
2023-01-23,2.70,2.70,2.69,2.68
2023-01-24,2.65,2.65,2.66,2.68
2023-01-25,2.76,2.78,2.81,2.85
2023-01-26,3.04,3.09,3.13,3.18
2023-01-27,3.44,3.46,3.49,3.54
2023-01-28,3.61,3.61,3.60,3.59
2023-01-29,3.55,3.53,3.50,3.48
2023-01-30,3.46,3.46,3.47,3.48
2023-01-31,3.54,3.54,3.55,3.55
