Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación : NAUTA
,Departamento :,LORETO,Provincia :,LORETO,Distrito :,NAUTA
,Latitud :,4°30'52.54'',Longitud :,73°34'58.99'',Altitud :,92 msnm.
,Tipo :,HLM - Hidrológica,Código :,221402
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2024-11-01,2.48,2.58,2.68,2.71
2024-11-02,3.02,3.13,3.25,3.36
2024-11-03,3.65,3.75,3.80,3.85
2024-11-04,3.96,3.96,3.96,3.95
2024-11-05,3.93,3.93,3.93,3.94
2024-11-06,3.96,3.97,3.98,3.99
2024-11-07,4.02,4.01,4.00,3.98
2024-11-08,3.94,3.92,3.90,3.88
2024-11-09,3.81,3.78,3.75,3.72
2024-11-10,3.66,3.63,3.60,3.56
2024-11-11,3.45,3.41,3.37,3.32
2024-11-12,3.17,3.14,3.11,3.06
2024-11-13,2.89,2.85,2.81,2.73
2024-11-14,2.57,2.55,2.53,2.50
2024-11-15,2.47,2.46,2.45,2.44
2024-11-16,2.40,2.40,2.40,2.39
2024-11-17,2.36,2.36,2.36,2.36
2024-11-18,2.36,2.36,2.36,2.36
2024-11-19,2.38,2.38,2.38,2.38
2024-11-20,2.38,2.38,2.38,2.37
2024-11-21,2.36,2.36,2.35,2.34
2024-11-22,2.32,2.32,2.32,2.32
2024-11-23,2.32,2.32,2.32,2.32
2024-11-24,2.43,2.46,2.49,2.53
2024-11-25,2.70,2.76,2.82,2.89
2024-11-26,3.13,3.18,3.23,3.29
2024-11-27,3.45,3.49,3.53,3.57
2024-11-28,3.70,3.73,3.76,3.80
2024-11-29,3.91,3.92,3.93,3.94
2024-11-30,3.98,4.01,4.04,4.08
