Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación : NAUTA
,Departamento :,LORETO,Provincia :,LORETO,Distrito :,NAUTA
,Latitud :,4°30'52.54'',Longitud :,73°34'58.99'',Altitud :,92 msnm.
,Tipo :,HLM - Hidrológica,Código :,221402
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2019-04-01,12.11,12.11,12.13,12.13
2019-04-02,12.13,12.14,12.14,12.14
2019-04-03,12.15,12.15,12.17,12.18
2019-04-04,12.18,12.18,12.19,12.19
2019-04-05,12.19,12.20,12.20,12.18
2019-04-06,12.16,12.14,12.14,12.14
2019-04-07,12.14,12.13,12.16,12.17
2019-04-08,12.17,12.18,12.18,12.18
2019-04-09,12.18,12.18,12.16,12.16
2019-04-10,12.16,12.16,12.16,12.15
2019-04-11,12.15,12.15,12.14,12.14
2019-04-12,12.14,12.14,12.13,12.12
2019-04-13,12.12,12.14,12.14,12.14
2019-04-14,12.13,12.12,12.11,12.11
2019-04-15,12.11,12.11,12.10,12.10
2019-04-16,12.10,12.10,12.09,12.09
2019-04-17,12.09,12.09,12.09,12.06
2019-04-18,12.06,12.06,12.05,12.05
2019-04-19,12.05,12.04,12.01,12.01
2019-04-20,11.99,11.99,11.99,11.99
2019-04-21,11.98,11.98,11.94,11.92
2019-04-22,11.92,11.92,11.90,11.89
2019-04-23,11.87,11.87,11.84,11.82
2019-04-24,11.82,11.82,11.80,11.76
2019-04-25,11.75,11.75,11.74,11.74
2019-04-26,11.72,11.72,11.71,11.70
2019-04-27,11.69,11.69,11.67,11.66
2019-04-28,11.65,11.65,11.63,11.60
2019-04-29,11.58,11.58,11.58,11.54
2019-04-30,11.52,11.51,11.51,11.51
