Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación : SAN REGIS
,Departamento :,LORETO,Provincia :,LORETO,Distrito :,NAUTA
,Latitud :,4°30'47.59'',Longitud :,73°54'27.34'',Altitud :,96 msnm.
,Tipo :,HLM - Hidrológica,Código :,220105
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2023-06-01,10.89,10.90,10.91,10.92
2023-06-02,10.94,10.94,10.95,10.95
2023-06-03,10.95,10.95,10.95,10.96
2023-06-04,10.97,10.99,11.01,11.02
2023-06-05,11.05,11.07,11.08,11.09
2023-06-06,11.12,11.14,11.16,11.18
2023-06-07,11.18,11.19,11.19,11.19
2023-06-08,11.19,11.18,11.18,11.17
2023-06-09,11.14,11.13,11.12,11.11
2023-06-10,11.10,11.10,11.11,11.11
2023-06-11,11.09,11.09,11.08,11.07
2023-06-12,11.04,11.03,11.02,11.01
2023-06-13,10.97,10.95,10.93,10.90
2023-06-14,10.85,10.83,10.80,10.77
2023-06-15,10.69,10.65,10.62,10.60
2023-06-16,10.50,10.48,10.46,10.44
2023-06-17,10.36,10.34,10.32,10.31
2023-06-18,10.33,10.34,10.36,10.37
2023-06-19,10.42,10.44,10.35,10.46
2023-06-20,10.49,10.49,10.50,10.50
2023-06-21,10.49,10.47,10.47,10.44
2023-06-22,10.37,10.66,10.30,10.27
2023-06-23,10.16,10.10,10.08,10.04
2023-06-24,9.92,9.87,9.82,9.78
2023-06-25,9.65,9.59,9.55,9.50
2023-06-26,9.35,9.30,9.26,9.22
2023-06-27,9.06,9.02,8.97,8.92
2023-06-28,8.78,8.74,8.70,8.66
2023-06-29,8.60,8.57,8.56,8.54
2023-06-30,8.51,8.49,8.48,8.47
